bid,mid,returns,position
2451.82,2451.82,nan,nan
2454.38,2454.38,0.0010435776088751848,nan
2453.94,2453.94,-0.00017928741450376972,nan
2455.38,2455.38,0.000586639306990517,1.0
2455.27,2455.27,-4.4800586487955706e-05,1.0
2456.2,2456.2,0.0003787053615780297,1.0
2426.08,2426.08,nan,nan
2423.24,2423.24,0.0,nan
2421.38,2421.38,-0.0007678621197903797,-1.0
2423.46,2423.46,0.000858645539499312,1.0
2423.11,2423.11,-0.00014443204188050718,-1.0
2420.04,2420.04,-0.0012677701129166126,-1.0
2418.55,2418.55,-0.0006158819189464494,-1.0
2416.35,2416.35,-0.000910049908720075,-1.0
2414.48,2414.48,-0.000774194121259763,-1.0
2414.62,2414.62,5.7981818574529516e-05,-1.0
2412.39,2412.39,-0.0009239674907028948,-1.0
2414.56,2414.56,0.0008991185515441997,1.0
2414.61,2414.61,0.0,1.0
2413.74,2413.74,-0.00036037155940051355,-1.0
2412.43,2412.43,-0.0005428735548778951,-1.0
2412.38,2412.38,0.0,nan
2411.31,2411.31,-0.00044364377377069733,nan
2434.58,2434.58,0.0,nan
2435.78,2435.78,0.0004927767246295039,nan
2438.16,2438.16,0.0,1.0
2459.32,2459.32,0.0,nan
2459.15,2459.15,-6.912718795389885e-05,nan
2463.67,2463.67,0.0,nan
2466.03,2466.03,0.0009574619876629076,nan
2473.05,2473.05,nan,nan
2475.19,2475.19,0.0,nan
2472.8,2472.8,-0.0009660489151644807,-1.0
2471.03,2471.03,0.0,-1.0
2521.4,2521.4,0.0,nan
2519.55,2519.55,-0.0007339886660473479,nan
2518.79,2518.79,0.0,-1.0
2519.32,2519.32,0.0,0.0
2516.11,2516.11,0.0,0.0
2472.7,2472.7,0.0,0.0
2468.89,2468.89,0.0,0.0
2481.57,2481.57,nan,nan
2481.57,2481.57,nan,nan
2481.57,2481.57,nan,nan
2481.57,2481.57,nan,nan
2481.57,2481.57,nan,nan
2481.57,2481.57,nan,nan
2481.57,2481.57,nan,nan
2481.57,2481.57,nan,nan
2481.57,2481.57,nan,nan
2481.57,2481.57,nan,nan
2481.57,2481.57,nan,nan
2481.57,2481.57,nan,nan
2481.57,2481.57,nan,nan
2481.57,2481.57,nan,nan
2481.57,2481.57,nan,nan
2481.57,2481.57,nan,nan
2481.57,2481.57,nan,nan
2481.57,2481.57,nan,nan
2481.57,2481.57,nan,nan
2480.72,2480.72,nan,nan
2480.72,2480.72,nan,nan
2480.72,2480.72,nan,nan
2480.72,2480.72,nan,nan
2480.72,2480.72,nan,nan
2480.72,2480.72,nan,nan
2480.72,2480.72,nan,nan
2480.72,2480.72,nan,nan
2480.72,2480.72,nan,nan
2480.72,2480.72,nan,nan
2480.72,2480.72,nan,nan
2480.72,2480.72,nan,nan
2480.72,2480.72,nan,nan
2480.72,2480.72,nan,nan
2480.72,2480.72,nan,nan
2480.72,2480.72,nan,nan
2480.72,2480.72,nan,nan
2480.72,2480.72,nan,nan
2480.72,2480.72,nan,nan
2480.72,2480.72,nan,nan
2480.72,2480.72,nan,nan
2480.72,2480.72,nan,nan
2477.63,2477.63,-0.0012463825264525568,nan
2477.63,2477.63,-0.0012463825264525568,nan
2477.63,2477.63,-0.0012463825264525568,nan
2477.63,2477.63,-0.0012463825264525568,nan
2477.63,2477.63,-0.0012463825264525568,nan
2477.63,2477.63,-0.0012463825264525568,nan
2477.63,2477.63,-0.0012463825264525568,nan
2477.63,2477.63,-0.0012463825264525568,nan
2477.63,2477.63,-0.0012463825264525568,nan
2477.63,2477.63,-0.0012463825264525568,nan
2477.63,2477.63,-0.0012463825264525568,nan
2477.63,2477.63,-0.0012463825264525568,nan
2477.63,2477.63,-0.0012463825264525568,nan
2477.63,2477.63,-0.0012463825264525568,nan
2477.63,2477.63,-0.0012463825264525568,nan
2477.63,2477.63,-0.0012463825264525568,nan
2477.63,2477.63,-0.0012463825264525568,nan
2477.63,2477.63,-0.0012463825264525568,nan
2477.63,2477.63,-0.0012463825264525568,nan
2477.63,2477.63,-0.0012463825264525568,nan
2477.63,2477.63,-0.0012463825264525568,nan
2479.27,2479.27,0.0006617039116542475,nan
2479.27,2479.27,0.0006617039116542475,nan
2479.27,2479.27,0.0006617039116542475,nan
2479.27,2479.27,0.0006617039116542475,nan
2479.27,2479.27,0.0006617039116542475,nan
2479.27,2479.27,0.0006617039116542475,nan
2479.27,2479.27,0.0006617039116542475,nan
2479.27,2479.27,0.0006617039116542475,nan
2479.27,2479.27,0.0006617039116542475,nan
2479.27,2479.27,0.0006617039116542475,nan
2479.27,2479.27,0.0006617039116542475,nan
2479.27,2479.27,0.0006617039116542475,nan
2479.27,2479.27,0.0006617039116542475,nan
2479.27,2479.27,0.0006617039116542475,nan
2479.27,2479.27,0.0006617039116542475,nan
2479.27,2479.27,0.0006617039116542475,nan
2479.27,2479.27,0.0006617039116542475,nan
2479.27,2479.27,0.0006617039116542475,nan
2479.27,2479.27,0.0006617039116542475,nan
2479.27,2479.27,0.0006617039116542475,nan
2479.27,2479.27,0.0006617039116542475,nan
2478.91,2478.91,-0.00014521457495809232,-1.0
2478.91,2478.91,-0.00014521457495809232,-1.0
2478.91,2478.91,-0.00014521457495809232,-1.0
2478.91,2478.91,-0.00014521457495809232,-1.0
2478.91,2478.91,-0.00014521457495809232,-1.0
2478.91,2478.91,-0.00014521457495809232,-1.0
2478.91,2478.91,-0.00014521457495809232,-1.0
2478.91,2478.91,-0.00014521457495809232,-1.0
2478.91,2478.91,-0.00014521457495809232,-1.0
2478.91,2478.91,-0.00014521457495809232,-1.0
2478.91,2478.91,-0.00014521457495809232,-1.0
2478.91,2478.91,-0.00014521457495809232,-1.0
2478.91,2478.91,-0.00014521457495809232,-1.0
2478.91,2478.91,-0.00014521457495809232,-1.0
2478.91,2478.91,-0.00014521457495809232,-1.0
2478.91,2478.91,-0.00014521457495809232,-1.0
2478.91,2478.91,-0.00014521457495809232,-1.0
2478.91,2478.91,-0.00014521457495809232,-1.0
2478.91,2478.91,-0.00014521457495809232,-1.0
2478.91,2478.91,-0.00014521457495809232,-1.0
2478.91,2478.91,-0.00014521457495809232,-1.0
2478.91,2478.91,-0.00014521457495809232,-1.0
2477.69,2477.69,-0.0004922729389649647,1.0
2478.84,2478.84,0.0,0.0
2472.44,2472.44,0.0,0.0
2449.42,2449.42,0.0,0.0
2457.16,2457.16,0.0,0.0
2494.54,2494.54,0.0,0.0
2483.27,2483.27,0.0,0.0
2482.44,2482.44,0.0,0.0
2497.67,2497.67,0.0,0.0
2474.19,2474.19,0.0,0.0
2452.45,2452.45,0.0,0.0
2447.81,2447.81,0.0,0.0
2444.77,2444.77,0.0,0.0
2434.71,2434.71,0.0,0.0
2438.01,2438.01,0.0,0.0
2436.72,2436.72,0.0,0.0
2454.34,2454.34,0.0,0.0
2468.35,2468.35,0.0,0.0
2456.86,2456.86,0.0,0.0
2437.47,2437.47,0.0,0.0
2436.76,2436.76,0.0,0.0
2443.4,2443.4,0.0,0.0
2451.71,2451.71,nan,nan
2451.71,2451.71,nan,nan
2451.71,2451.71,nan,nan
2451.71,2451.71,nan,nan
2451.71,2451.71,nan,nan
2451.71,2451.71,nan,nan
2451.71,2451.71,nan,nan
2451.71,2451.71,nan,nan
2451.71,2451.71,nan,nan
2451.71,2451.71,nan,nan
2451.71,2451.71,nan,nan
2451.71,2451.71,nan,nan
2451.71,2451.71,nan,nan
2451.71,2451.71,nan,nan
2451.71,2451.71,nan,nan
2451.71,2451.71,nan,nan
2451.71,2451.71,nan,nan
2451.71,2451.71,nan,nan
2451.71,2451.71,nan,nan
2451.71,2451.71,nan,nan
2451.71,2451.71,nan,nan
2459.19,2459.19,0.0030462871508068656,nan
2459.19,2459.19,0.0030462871508068656,nan
2459.19,2459.19,0.0030462871508068656,nan
2459.19,2459.19,0.0030462871508068656,nan
2459.19,2459.19,0.0030462871508068656,nan
2459.19,2459.19,0.0030462871508068656,nan
2459.19,2459.19,0.0030462871508068656,nan
2459.19,2459.19,0.0030462871508068656,nan
2459.19,2459.19,0.0030462871508068656,nan
2459.19,2459.19,0.0030462871508068656,nan
2459.19,2459.19,0.0030462871508068656,nan
2459.19,2459.19,0.0030462871508068656,nan
2459.19,2459.19,0.0030462871508068656,nan
2459.19,2459.19,0.0030462871508068656,nan
2459.19,2459.19,0.0030462871508068656,nan
2459.19,2459.19,0.0030462871508068656,nan
2459.19,2459.19,0.0030462871508068656,nan
2459.19,2459.19,0.0030462871508068656,nan
2459.19,2459.19,0.0030462871508068656,nan
2459.19,2459.19,0.0030462871508068656,nan
2459.19,2459.19,0.0030462871508068656,nan
2459.19,2459.19,0.0030462871508068656,nan
2460.06,2460.06,0.0003537124598547935,nan
2460.06,2460.06,0.0003537124598547935,nan
2460.06,2460.06,0.0003537124598547935,nan
2460.06,2460.06,0.0003537124598547935,nan
2460.06,2460.06,0.0003537124598547935,nan
2460.06,2460.06,0.0003537124598547935,nan
2460.06,2460.06,0.0003537124598547935,nan
2460.06,2460.06,0.0003537124598547935,nan
2460.06,2460.06,0.0003537124598547935,nan
2460.06,2460.06,0.0003537124598547935,nan
2460.06,2460.06,0.0003537124598547935,nan
2460.06,2460.06,0.0003537124598547935,nan
2460.06,2460.06,0.0003537124598547935,nan
2460.06,2460.06,0.0003537124598547935,nan
2460.06,2460.06,0.0003537124598547935,nan
2460.06,2460.06,0.0003537124598547935,nan
2460.06,2460.06,0.0003537124598547935,nan
2460.06,2460.06,0.0003537124598547935,nan
2460.06,2460.06,0.0003537124598547935,nan
2460.06,2460.06,0.0003537124598547935,nan
2460.06,2460.06,0.0003537124598547935,nan
2467.34,2467.34,0.0029549073739075114,1.0
2467.34,2467.34,0.0029549073739075114,1.0
2467.34,2467.34,0.0029549073739075114,1.0
2467.34,2467.34,0.0029549073739075114,1.0
2467.34,2467.34,0.0029549073739075114,1.0
2467.34,2467.34,0.0029549073739075114,1.0
2467.34,2467.34,0.0029549073739075114,1.0
2467.34,2467.34,0.0029549073739075114,1.0
2467.34,2467.34,0.0029549073739075114,1.0
2467.34,2467.34,0.0029549073739075114,1.0
2467.34,2467.34,0.0029549073739075114,1.0
2467.34,2467.34,0.0029549073739075114,1.0
2467.34,2467.34,0.0029549073739075114,1.0
2467.34,2467.34,0.0029549073739075114,1.0
2467.34,2467.34,0.0029549073739075114,1.0
2467.34,2467.34,0.0029549073739075114,1.0
2467.34,2467.34,0.0029549073739075114,1.0
2467.34,2467.34,0.0029549073739075114,1.0
2467.34,2467.34,0.0029549073739075114,1.0
2467.34,2467.34,0.0029549073739075114,1.0
2467.34,2467.34,0.0029549073739075114,1.0
2467.34,2467.34,0.0029549073739075114,1.0
2469.48,2469.48,nan,nan
2469.48,2469.48,nan,nan
2469.48,2469.48,nan,nan
2469.48,2469.48,nan,nan
2469.48,2469.48,nan,nan
2469.48,2469.48,nan,nan
2469.48,2469.48,nan,nan
2469.48,2469.48,nan,nan
2469.48,2469.48,nan,nan
2469.48,2469.48,nan,nan
2469.48,2469.48,nan,nan
2469.48,2469.48,nan,nan
2469.48,2469.48,nan,nan
2469.48,2469.48,nan,nan
2469.48,2469.48,nan,nan
2469.48,2469.48,nan,nan
2469.48,2469.48,nan,nan
2469.48,2469.48,nan,nan
2469.48,2469.48,nan,nan
2469.48,2469.48,nan,nan
2469.48,2469.48,nan,nan
2472.12,2472.12,0.0010684799462371177,nan
2472.12,2472.12,0.0010684799462371177,nan
2472.12,2472.12,0.0010684799462371177,nan
2472.12,2472.12,0.0010684799462371177,nan
2472.12,2472.12,0.0010684799462371177,nan
2472.12,2472.12,0.0010684799462371177,nan
2472.12,2472.12,0.0010684799462371177,nan
2472.12,2472.12,0.0010684799462371177,nan
2472.12,2472.12,0.0010684799462371177,nan
2472.12,2472.12,0.0010684799462371177,nan
2472.12,2472.12,0.0010684799462371177,nan
2472.12,2472.12,0.0010684799462371177,nan
2472.12,2472.12,0.0010684799462371177,nan
2472.12,2472.12,0.0010684799462371177,nan
2472.12,2472.12,0.0010684799462371177,nan
2472.12,2472.12,0.0010684799462371177,nan
2472.12,2472.12,0.0010684799462371177,nan
2472.12,2472.12,0.0010684799462371177,nan
2472.12,2472.12,0.0010684799462371177,nan
2472.12,2472.12,0.0010684799462371177,nan
2472.12,2472.12,0.0010684799462371177,nan
2472.12,2472.12,0.0010684799462371177,nan
2469.52,2469.52,-0.0010522823353843842,nan
2469.52,2469.52,-0.0010522823353843842,nan
2469.52,2469.52,-0.0010522823353843842,nan
2469.52,2469.52,-0.0010522823353843842,nan
2469.52,2469.52,-0.0010522823353843842,nan
2469.52,2469.52,-0.0010522823353843842,nan
2469.52,2469.52,-0.0010522823353843842,nan
2469.52,2469.52,-0.0010522823353843842,nan
2469.52,2469.52,-0.0010522823353843842,nan
2469.52,2469.52,-0.0010522823353843842,nan
2469.52,2469.52,-0.0010522823353843842,nan
2469.52,2469.52,-0.0010522823353843842,nan
2469.52,2469.52,-0.0010522823353843842,nan
2469.52,2469.52,-0.0010522823353843842,nan
2469.52,2469.52,-0.0010522823353843842,nan
2469.52,2469.52,-0.0010522823353843842,nan
2469.52,2469.52,-0.0010522823353843842,nan
2469.52,2469.52,-0.0010522823353843842,nan
2469.52,2469.52,-0.0010522823353843842,nan
2469.52,2469.52,-0.0010522823353843842,nan
2469.52,2469.52,-0.0010522823353843842,nan
2468.86,2468.86,-0.0002672941344851535,-1.0
2468.86,2468.86,-0.0002672941344851535,-1.0
2468.86,2468.86,-0.0002672941344851535,-1.0
2468.86,2468.86,-0.0002672941344851535,-1.0
2468.86,2468.86,-0.0002672941344851535,-1.0
2468.86,2468.86,-0.0002672941344851535,-1.0
2468.86,2468.86,-0.0002672941344851535,-1.0
2468.86,2468.86,-0.0002672941344851535,-1.0
2468.86,2468.86,-0.0002672941344851535,-1.0
2468.86,2468.86,-0.0002672941344851535,-1.0
2468.86,2468.86,-0.0002672941344851535,-1.0
2468.86,2468.86,-0.0002672941344851535,-1.0
2468.86,2468.86,-0.0002672941344851535,-1.0
2468.86,2468.86,-0.0002672941344851535,-1.0
2468.86,2468.86,-0.0002672941344851535,-1.0
2468.86,2468.86,-0.0002672941344851535,-1.0
2468.86,2468.86,-0.0002672941344851535,-1.0
2468.86,2468.86,-0.0002672941344851535,-1.0
2468.86,2468.86,-0.0002672941344851535,-1.0
2468.86,2468.86,-0.0002672941344851535,-1.0
2468.86,2468.86,-0.0002672941344851535,-1.0
2468.74,2468.74,-4.860661050873119e-05,-1.0
2468.74,2468.74,-4.860661050873119e-05,-1.0
2468.74,2468.74,-4.860661050873119e-05,-1.0
2468.74,2468.74,-4.860661050873119e-05,-1.0
2468.74,2468.74,-4.860661050873119e-05,-1.0
2468.74,2468.74,-4.860661050873119e-05,-1.0
2468.74,2468.74,-4.860661050873119e-05,-1.0
2468.74,2468.74,-4.860661050873119e-05,-1.0
2468.74,2468.74,-4.860661050873119e-05,-1.0
2468.74,2468.74,-4.860661050873119e-05,-1.0
2468.74,2468.74,-4.860661050873119e-05,-1.0
2470.94,2470.94,0.0008907460181477785,1.0
2470.94,2470.94,0.0008907460181477785,1.0
2470.94,2470.94,0.0008907460181477785,1.0
2470.94,2470.94,0.0008907460181477785,1.0
2470.94,2470.94,0.0008907460181477785,1.0
2470.94,2470.94,0.0008907460181477785,1.0
2470.94,2470.94,0.0008907460181477785,1.0
2470.94,2470.94,0.0008907460181477785,1.0
2470.94,2470.94,0.0008907460181477785,1.0
2470.94,2470.94,0.0008907460181477785,1.0
2471.53,2471.53,0.0002387470243835151,1.0
2471.53,2471.53,0.0002387470243835151,1.0
2471.53,2471.53,0.0002387470243835151,1.0
2471.53,2471.53,0.0002387470243835151,1.0
2471.53,2471.53,0.0002387470243835151,1.0
2471.53,2471.53,0.0002387470243835151,1.0
2471.53,2471.53,0.0002387470243835151,1.0
2471.53,2471.53,0.0002387470243835151,1.0
2471.53,2471.53,0.0002387470243835151,1.0
2471.53,2471.53,0.0002387470243835151,1.0
2471.53,2471.53,0.0002387470243835151,1.0
2470.98,2470.98,-0.0002225589841074702,1.0
2470.98,2470.98,-0.0002225589841074702,1.0
2470.98,2470.98,-0.0002225589841074702,1.0
2470.98,2470.98,-0.0002225589841074702,1.0
2470.98,2470.98,-0.0002225589841074702,1.0
2470.98,2470.98,-0.0002225589841074702,1.0
2470.98,2470.98,-0.0002225589841074702,1.0
2470.98,2470.98,-0.0002225589841074702,1.0
2470.98,2470.98,-0.0002225589841074702,1.0
2470.98,2470.98,-0.0002225589841074702,1.0
2470.98,2470.98,-0.0002225589841074702,1.0
2469.35,2469.35,-0.0006598749715693354,-1.0
2469.35,2469.35,-0.0006598749715693354,-1.0
2469.35,2469.35,-0.0006598749715693354,-1.0
2469.35,2469.35,-0.0006598749715693354,-1.0
2469.35,2469.35,-0.0006598749715693354,-1.0
2469.35,2469.35,-0.0006598749715693354,-1.0
2469.35,2469.35,-0.0006598749715693354,-1.0
2469.35,2469.35,-0.0006598749715693354,-1.0
2469.35,2469.35,-0.0006598749715693354,-1.0
2469.35,2469.35,-0.0006598749715693354,-1.0
2466.31,2466.31,-0.0012318516204206994,-1.0
2466.31,2466.31,-0.0012318516204206994,-1.0
2466.31,2466.31,-0.0012318516204206994,-1.0
2466.31,2466.31,-0.0012318516204206994,-1.0
2466.31,2466.31,-0.0012318516204206994,-1.0
2466.31,2466.31,-0.0012318516204206994,-1.0
2466.31,2466.31,-0.0012318516204206994,-1.0
2466.31,2466.31,-0.0012318516204206994,-1.0
2466.31,2466.31,-0.0012318516204206994,-1.0
2466.31,2466.31,-0.0012318516204206994,-1.0
2466.31,2466.31,-0.0012318516204206994,-1.0
2459.08,2459.08,-0.002935810237538893,-1.0
2459.08,2459.08,-0.002935810237538893,-1.0
2459.08,2459.08,-0.002935810237538893,-1.0
2459.08,2459.08,-0.002935810237538893,-1.0
2459.08,2459.08,-0.002935810237538893,-1.0
2459.08,2459.08,-0.002935810237538893,-1.0
2459.08,2459.08,-0.002935810237538893,-1.0
2459.08,2459.08,-0.002935810237538893,-1.0
2459.08,2459.08,-0.002935810237538893,-1.0
2459.08,2459.08,-0.002935810237538893,-1.0
2461.15,2461.15,0.0008414241294123338,-1.0
2461.15,2461.15,0.0008414241294123338,-1.0
2461.15,2461.15,0.0008414241294123338,-1.0
2461.15,2461.15,0.0008414241294123338,-1.0
2461.15,2461.15,0.0008414241294123338,-1.0
2461.15,2461.15,0.0008414241294123338,-1.0
2461.15,2461.15,0.0008414241294123338,-1.0
2461.15,2461.15,0.0008414241294123338,-1.0
2461.15,2461.15,0.0008414241294123338,-1.0
2461.15,2461.15,0.0008414241294123338,-1.0
2454.01,2454.01,-0.0029052991244448746,-1.0
2454.01,2454.01,-0.0029052991244448746,-1.0
2454.01,2454.01,-0.0029052991244448746,-1.0
2454.01,2454.01,-0.0029052991244448746,-1.0
2454.01,2454.01,-0.0029052991244448746,-1.0
2454.01,2454.01,-0.0029052991244448746,-1.0
2454.01,2454.01,-0.0029052991244448746,-1.0
2454.01,2454.01,-0.0029052991244448746,-1.0
2454.01,2454.01,-0.0029052991244448746,-1.0
2454.01,2454.01,-0.0029052991244448746,-1.0
2454.01,2454.01,-0.0029052991244448746,-1.0
2450.68,2450.68,-0.0013578841931573553,-1.0
2450.68,2450.68,-0.0013578841931573553,-1.0
2450.68,2450.68,-0.0013578841931573553,-1.0
2450.68,2450.68,-0.0013578841931573553,-1.0
2450.68,2450.68,-0.0013578841931573553,-1.0
2450.68,2450.68,-0.0013578841931573553,-1.0
2450.68,2450.68,-0.0013578841931573553,-1.0
2450.68,2450.68,-0.0013578841931573553,-1.0
2450.68,2450.68,-0.0013578841931573553,-1.0
2450.68,2450.68,-0.0013578841931573553,-1.0
2450.68,2450.68,-0.0013578841931573553,-1.0
2449.71,2449.71,-0.00039588686315521877,-1.0
2449.71,2449.71,-0.00039588686315521877,-1.0
2449.71,2449.71,-0.00039588686315521877,-1.0
2449.71,2449.71,-0.00039588686315521877,-1.0
2449.71,2449.71,-0.00039588686315521877,-1.0
2449.71,2449.71,-0.00039588686315521877,-1.0
2449.71,2449.71,-0.00039588686315521877,-1.0
2449.71,2449.71,-0.00039588686315521877,-1.0
2449.71,2449.71,-0.00039588686315521877,-1.0
2449.71,2449.71,-0.00039588686315521877,-1.0
2451.34,2451.34,0.0006651636119192502,-1.0
2451.34,2451.34,0.0006651636119192502,-1.0
2451.34,2451.34,0.0006651636119192502,-1.0
2451.34,2451.34,0.0006651636119192502,-1.0
